SPPTleID	FilePath	FileSize	experiment_name	experiment_id	vendor	target_gene	owner	date	email
S11009	File1=/vordemo/S11009	95	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11010	File1=/vordemo/S11010	94	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11011	File1=/vordemo/S11011	75	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11012	File1=/vordemo/S11012	90	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11013	File1=/vordemo/S11013	57	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11014	File1=/vordemo/S11014	96	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11015	File1=/vordemo/S11015	81	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11016	File1=/vordemo/S11016	70	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11017	File1=/vordemo/S11017	57	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11018	File1=/vordemo/S11018	86	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11019	File1=/vordemo/S11019	64	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11020	File1=/vordemo/S11020	78	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11021	File1=/vordemo/S11021	56	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11022	File1=/vordemo/S11022	74	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11023	File1=/vordemo/S11023	83	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11024	File1=/vordemo/S11024	81	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11025	File1=/vordemo/S11025	93	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11026	File1=/vordemo/S11026	74	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11027	File1=/vordemo/S11027	81	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11028	File1=/vordemo/S11028	94	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11029	File1=/vordemo/S11029	69	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11030	File1=/vordemo/S11030	100	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11031	File1=/vordemo/S11031	62	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11032	File1=/vordemo/S11032	90	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11033	File1=/vordemo/S11033	79	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11034	File1=/vordemo/S11034	55	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11035	File1=/vordemo/S11035	63	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11036	File1=/vordemo/S11036	55	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11037	File1=/vordemo/S11037	56	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11038	File1=/vordemo/S11038	67	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11039	File1=/vordemo/S11039	51	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11040	File1=/vordemo/S11040	94	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11041	File1=/vordemo/S11041	75	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11042	File1=/vordemo/S11042	89	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11043	File1=/vordemo/S11043	69	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11044	File1=/vordemo/S11044	62	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11045	File1=/vordemo/S11045	61	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11046	File1=/vordemo/S11046	63	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11047	File1=/vordemo/S11047	98	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11048	File1=/vordemo/S11048	54	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11049	File1=/vordemo/S11049	79	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11050	File1=/vordemo/S11050	54	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11051	File1=/vordemo/S11051	88	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11052	File1=/vordemo/S11052	66	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11053	File1=/vordemo/S11053	90	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11054	File1=/vordemo/S11054	72	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11055	File1=/vordemo/S11055	90	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11056	File1=/vordemo/S11056	67	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11057	File1=/vordemo/S11057	82	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11058	File1=/vordemo/S11058	96	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11059	File1=/vordemo/S11059	95	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11060	File1=/vordemo/S11060	50	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11061	File1=/vordemo/S11061	57	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11062	File1=/vordemo/S11062	78	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11063	File1=/vordemo/S11063	55	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11064	File1=/vordemo/S11064	81	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11065	File1=/vordemo/S11065	68	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11066	File1=/vordemo/S11066	75	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11067	File1=/vordemo/S11067	53	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11068	File1=/vordemo/S11068	76	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11069	File1=/vordemo/S11069	71	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11070	File1=/vordemo/S11070	87	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11071	File1=/vordemo/S11071	95	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11072	File1=/vordemo/S11072	86	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11073	File1=/vordemo/S11073	99	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11074	File1=/vordemo/S11074	74	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11075	File1=/vordemo/S11075	84	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11076	File1=/vordemo/S11076	76	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11077	File1=/vordemo/S11077	77	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11078	File1=/vordemo/S11078	61	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11079	File1=/vordemo/S11079	92	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11080	File1=/vordemo/S11080	60	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11081	File1=/vordemo/S11081	54	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11082	File1=/vordemo/S11082	58	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11083	File1=/vordemo/S11083	52	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11084	File1=/vordemo/S11084	70	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11085	File1=/vordemo/S11085	92	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11086	File1=/vordemo/S11086	71	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11087	File1=/vordemo/S11087	90	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11088	File1=/vordemo/S11088	71	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11089	File1=/vordemo/S11089	73	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11090	File1=/vordemo/S11090	77	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11091	File1=/vordemo/S11091	57	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11092	File1=/vordemo/S11092	98	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11093	File1=/vordemo/S11093	60	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11094	File1=/vordemo/S11094	73	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11095	File1=/vordemo/S11095	52	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11096	File1=/vordemo/S11096	70	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11097	File1=/vordemo/S11097	83	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11098	File1=/vordemo/S11098	95	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11099	File1=/vordemo/S11099	79	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11100	File1=/vordemo/S11100	95	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11101	File1=/vordemo/S11101	62	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11102	File1=/vordemo/S11102	99	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11103	File1=/vordemo/S11103	66	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11104	File1=/vordemo/S11104	90	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11105	File1=/vordemo/S11105	84	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11106	File1=/vordemo/S11106	89	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11107	File1=/vordemo/S11107	68	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11108	File1=/vordemo/S11108	62	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11109	File1=/vordemo/S11109	61	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11110	File1=/vordemo/S11110	69	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11111	File1=/vordemo/S11111	97	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11112	File1=/vordemo/S11112	82	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11113	File1=/vordemo/S11113	79	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11114	File1=/vordemo/S11114	93	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11115	File1=/vordemo/S11115	56	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11116	File1=/vordemo/S11116	67	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11117	File1=/vordemo/S11117	50	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11118	File1=/vordemo/S11118	80	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11119	File1=/vordemo/S11119	93	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11120	File1=/vordemo/S11120	95	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11121	File1=/vordemo/S11121	63	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11122	File1=/vordemo/S11122	60	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11123	File1=/vordemo/S11123	51	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11124	File1=/vordemo/S11124	75	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11125	File1=/vordemo/S11125	98	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11126	File1=/vordemo/S11126	97	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11127	File1=/vordemo/S11127	65	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11128	File1=/vordemo/S11128	75	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11129	File1=/vordemo/S11129	81	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11130	File1=/vordemo/S11130	90	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11131	File1=/vordemo/S11131	100	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11132	File1=/vordemo/S11132	94	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11133	File1=/vordemo/S11133	80	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11134	File1=/vordemo/S11134	63	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11135	File1=/vordemo/S11135	70	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11136	File1=/vordemo/S11136	84	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11137	File1=/vordemo/S11137	92	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11138	File1=/vordemo/S11138	99	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11139	File1=/vordemo/S11139	60	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11140	File1=/vordemo/S11140	60	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11141	File1=/vordemo/S11141	89	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11142	File1=/vordemo/S11142	100	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11143	File1=/vordemo/S11143	58	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11144	File1=/vordemo/S11144	62	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11145	File1=/vordemo/S11145	52	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11146	File1=/vordemo/S11146	88	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11147	File1=/vordemo/S11147	68	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11148	File1=/vordemo/S11148	88	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11149	File1=/vordemo/S11149	57	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11150	File1=/vordemo/S11150	94	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11151	File1=/vordemo/S11151	97	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11152	File1=/vordemo/S11152	97	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11153	File1=/vordemo/S11153	63	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11154	File1=/vordemo/S11154	95	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11155	File1=/vordemo/S11155	61	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11156	File1=/vordemo/S11156	84	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11157	File1=/vordemo/S11157	82	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11158	File1=/vordemo/S11158	69	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11159	File1=/vordemo/S11159	67	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11160	File1=/vordemo/S11160	94	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11161	File1=/vordemo/S11161	98	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11162	File1=/vordemo/S11162	72	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11163	File1=/vordemo/S11163	63	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11164	File1=/vordemo/S11164	53	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11165	File1=/vordemo/S11165	93	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11166	File1=/vordemo/S11166	52	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11167	File1=/vordemo/S11167	76	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11168	File1=/vordemo/S11168	61	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11169	File1=/vordemo/S11169	92	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11170	File1=/vordemo/S11170	78	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11171	File1=/vordemo/S11171	83	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11172	File1=/vordemo/S11172	76	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11173	File1=/vordemo/S11173	60	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11174	File1=/vordemo/S11174	83	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11175	File1=/vordemo/S11175	80	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11176	File1=/vordemo/S11176	85	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11177	File1=/vordemo/S11177	75	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11178	File1=/vordemo/S11178	81	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11179	File1=/vordemo/S11179	76	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11180	File1=/vordemo/S11180	99	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11181	File1=/vordemo/S11181	77	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11182	File1=/vordemo/S11182	53	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11183	File1=/vordemo/S11183	82	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11184	File1=/vordemo/S11184	64	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11185	File1=/vordemo/S11185	84	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11186	File1=/vordemo/S11186	61	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11187	File1=/vordemo/S11187	88	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11188	File1=/vordemo/S11188	69	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11189	File1=/vordemo/S11189	56	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11190	File1=/vordemo/S11190	64	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11191	File1=/vordemo/S11191	83	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11192	File1=/vordemo/S11192	93	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11193	File1=/vordemo/S11193	63	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11194	File1=/vordemo/S11194	61	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11195	File1=/vordemo/S11195	97	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11196	File1=/vordemo/S11196	71	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11197	File1=/vordemo/S11197	61	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11198	File1=/vordemo/S11198	59	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11199	File1=/vordemo/S11199	60	PPT	AXX1014-002	RandomVendor3	GeneB	Walls Street	10/21/20	compbioteam@vorbio.com
S11200	File1=/vordemo/S11200	75	PPT	AXX1014-002	RandomVendor3	GeneC	Walls Street	10/21/20	compbioteam@vorbio.com
S11201	File1=/vordemo/S11201	94	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11202	File1=/vordemo/S11202	53	PPT	AXX1014-002	RandomVendor3	GeneA	Walls Street	10/21/20	compbioteam@vorbio.com
S11203	File1=/vordemo/S11203	50	PPT	AXX1014-003	RandomVendor3	GeneB	Walls Street	10/27/20	compbioteam@vorbio.com
S11204	File1=/vordemo/S11204	95	PPT	AXX1014-003	RandomVendor3	GeneC	Walls Street	10/27/20	compbioteam@vorbio.com
S11205	File1=/vordemo/S11205	77	PPT	AXX1014-003	RandomVendor3	GeneA	Walls Street	10/27/20	compbioteam@vorbio.com
S11206	File1=/vordemo/S11206	97	PPT	AXX1014-003	RandomVendor3	GeneA	Walls Street	10/27/20	compbioteam@vorbio.com
S11207	File1=/vordemo/S11207	54	PPT	AXX1014-003	RandomVendor3	GeneB	Walls Street	10/27/20	compbioteam@vorbio.com
S11208	File1=/vordemo/S11208	74	PPT	AXX1014-003	RandomVendor3	GeneC	Walls Street	10/27/20	compbioteam@vorbio.com
S11209	File1=/vordemo/S11209	89	PPT	AXX1014-003	RandomVendor3	GeneA	Walls Street	10/27/20	compbioteam@vorbio.com
S11210	File1=/vordemo/S11210	71	PPT	AXX1014-003	RandomVendor3	GeneA	Walls Street	10/27/20	compbioteam@vorbio.com
